,GEOID,straightness,orientation_order,prop_4way,grid_index
0,240317025004,0.956679991318186,0.6416806656017092,0.5,0.674556838915183
1,240037067001,0.8646684466218444,0.3173244009556695,0.06666666666666667,0.2634838133553392
2,245101202024,1.0000046320024503,0.900481911514565,1.0,0.9656631709303423
3,240430108012,0.9465828107918025,0.18963403934418144,0.12,0.27823945794182214
4,245101601001,0.9988734417299372,0.952702935691167,0.5,0.780691273088344
5,240037313072,0.942504366784092,0.6869039980360709,0.15151515151515152,0.4611885253140847
6,240217522021,0.8577824240181284,0.13077807458784574,0.17647058823529413,0.27051715119055647
7,240037025002,0.8346996600778306,0.7154715594490175,0.3888888888888889,0.614680423966766
8,240317046001,0.9895501663013788,0.8020436028604712,0.42857142857142855,0.698049686978305
9,240317012063,0.9101688357233455,0.4625353064822304,0.13043478260869565,0.3800902736413802
10,245102303002,0.9988742315376444,0.9836249903092132,0.75,0.9032345514910657
11,240054302003,0.9999446254873777,0.9704241279143775,0.625,0.8464588523978734
12,240317048031,0.9845407052339986,0.8294789726403549,0.23529411764705882,0.577054336670102
13,240317032084,0.9235525579605045,0.2738199122624626,0.11764705882352941,0.30986265585164297
14,240317014143,0.9008690987770791,0.2607604115616967,0.17307692307692307,0.34385935003762996
15,245101508001,0.9999988758641949,0.9999160198734343,0.8333333333333334,0.9410093327609426
16,240479503003,0.9622775739668712,0.5056396552075781,0.4444444444444444,0.6002327083809949
17,240135051011,0.881921204429563,0.2570924136313466,0.12698412698412698,0.30649460045238497
18,240317057012,0.9910063114768283,0.30879386369547357,0.3076923076923077,0.45493977342109315
19,240317059033,0.9989667736721494,0.8766779164243885,0.6521739130434783,0.8296944361879375
20,240338035223,0.6920890056309585,0.6468053966929336,0.13043478260869565,0.38795051665290725
21,240037064012,0.9622783011903052,0.22012966931914313,0.11627906976744186,0.2909557477096628
22,245101203004,1.000000051549887,0.9981354312089438,0.375,0.7206763230949281
23,245101504003,0.9924705623718232,0.9404776250639781,0.45454545454545453,0.7514172145783645
24,245102602012,0.9975745280044551,0.8425673283879547,0.0,0.0
25,240054505042,0.9888479209337875,0.43757836825417873,0.0,0.0
26,240054037012,0.8979419445578226,0.9154144601580682,0.0,0.0
27,240317021012,0.9442590071824949,0.605704163262546,0.19230769230769232,0.479125681996039
28,240217503002,0.9616931583015456,0.8766573027844256,0.25,0.5951166897428927
29,245101902001,0.999977477332717,0.9999920747070454,0.625,0.854979295754543
30,245101901003,0.9999987640149459,0.9993356599611173,0.7142857142857143,0.8937051710724393
31,240338026002,0.9992530293097741,0.6849408268384098,0.5588235294117647,0.725884857928387
32,240217530013,0.935268214990117,0.5362645960568345,0.08695652173913043,0.35199715521184066
